+1,london cocoa trade low midmorn london april 3 cocoa futur fell session low midmorn post loss last night six two stg tonn 1987 deliveri dealer said weekend profittak jobber gener booksquar featur fall aid steadi sterl versu dollar lack offtak physic market dealer said market switch straddlebound pressur one particular month certain reflect adjac deliveri underton howev remain cautiou oper await eventu start icco buffer stock buy dealer said market origin forecast open averag five stg gain last night follow new york firmer close yesterday dealer said larg counterbalanc currenc factor near juli trade session low 1327 stg one hour versu 1333 bid last night earli high 1335 volum midmorn 730 lot includ 350 lot cross 108 switch sign origin activ reuter 
-1,us mint seek 4784000 lb zinc washington march 9 us mint said seek offer 4784000 lb special highgrad zinc intend purchas said sell offer due 1100 hr est march 24 mint said two increment 1300000 lb deliveri week april 13 april 20 ball corp greenevil tenn two increment 1092000 lb deliv week april 20 april 27 lasal roll mill lasal ill firm submit offer may elect receiv payment mint standard check wire transfer award base whichev method cost advantag gover time award determin offer minimum accept period 10 calendar day mint said reuter 
+1,indonesia reject world bank farm reform idea jakarta june 18 indonesia reject world bank recommend sweep reform farm economi countri foreign aid donor met consid give 25 billion dlr grant soft loan agricultur minist achmad affandi written remark distribut today indonesia 14 foreign donor nation met hagu said gener argument present bank free trade open economi view weak bank call overhaul indonesia manag largest farm area southeast asia said agricultur growth stagnat subsidi rice farm bank report said indonesia rice product peak subsidi wast money affandi repli rice main stapl provid incom 17 pct workforc subsidi need support fertil industri includ import export produc distributor said well assist small part major indonesian farmer affandi agre bank recommend farmer free choos crop said govern would continu maintain product target strateg commod rice sugar bank report especi critic indonesia drive plant sugar say domest sugar price doubl world averag ineffici countri would save money import commod howev affandi said volatil world sugar price need save foreign exchang alreadi upandrun sugar industri good argument continu sugar drive also said import barrier trade monopoli agricultur sector need help domest industri develop overproduct price intervent develop nation reuter 
-1,asarco up us lead price 050 ct 27 ct new york april 13 asarco inc said increas base spot sale price refin lead onehalf cent 270 cent lb fob deliv carload lot effect immedi reuter 
-1,noranda mine seen full output month murdochvil quebec april 3 noranda inc said product remain shut firedamag copper mine complet examin mine decid keep mine open would take four five month could resum full product compani spokesman dale coffin said investig could take day sever week would specif noranda said resum product plan oper mine onethird normal 72000 tonn annual finish capac fire start wednesday burn late yesterday weaken part mine support structur coffin said one miner kill 56 other trap underground 24 hour brought safe reuter 
-1,nippon mine lower copper price tokyo april 8 nippon mine co ltd said lower sell price electrolyt copper 10000 yen per tonn 260000 effect immedi reuter 
+1,mexico plan leav ico mexico citi june 2 mexico intent leav intern coffe organ ico event brazil withdraw group mexican coffe institut imc said imc said statement th e ico import instrument ensur produc obtain adequ price mexico current produc around five mln 60kilo bag coffe per year brazil said meet coffe produc rio de janeiro weekend would consid leav ico export quota reduc organ reuter 
-1,pioneer group unit get ghana gold land boston march 6 pioneer group inc said 70 pctown teberebi goldfield ltd ventur grant addit concess land ghana seek mine gold state gold mine corp ghana grant ventur addit 145 squar kilomet teberebi ghana contigu 115 squar kilomet grant earlier origin concess appear substanti amount gold bear materi contain 2 gram 6100 ounc gold per tonn ventur firm estim cost extract gold assur given reserv mine profit compani said said teberebi goldfield conduct test newli grant land ad land seem similar geolog characterist origin land reuter 
-1,peru announc larg new gold find lima march 30 presid alan garcia said peru found gold deposit worth estim 13 billion dlr jungl region near ecuadorean border 1000 km north told report yesterday deposit locat four site near town san ignasio contain equival 100 tonn gold garcia said govern would soon instal two mln dlr treatment plant tomaqu extract enough ore provid estim 25 mln dlr profit end year ad garcia said goldbear deposit locat tamborapa pachapidiana zone cenepa santiago river reuter 
+1,colombia deni sell coffe market bogota march 7 colombia deni sold 440000 60kg bag old crop coffe current market price client europ asia spokesman nation coffe grower feder comment rumour circul market circl said fals reuter 
-1,peru presid warn retali silver lima april 24 peruvian govern freez silver sale contribut sharp boost metal price could draw retali rich nation big trader seek lower price presid alan garcia said peru world second biggest silver produc stop sell refin silver statemarket ore tuesday sinc metal price risen highest level nearli three year close today nine dlr ounc world market garcia said move show small nation like peru could move intern market accept cheap price silver tradit one top revenu earner countri peru export refin silver last year averag price 540 dlr troy ounc recent one month ago silver bullion trade 570 dlr ounc world market one thing peru produc silver sell silent submiss manner price world market want told report presidenti palac nationalist govern say wait moment cant sell silver price ad peruvian energi mine minist wilfredo huayta said govern would maintain freez new sale silver price metal reach true valu raw materi specifi level garcia said rich nation big trader face peru stanc could tri defend stock silver deposit make fictiti sale way tri make price miner fall world market garcia said whatev manoeuvr take answer peru said peru posit action presid garcia recent spoken telephon mexican presid miguel de la madrid huayta said mexico world biggest produc silver mexico peru togeth produc nearli nearli 40 pct world silver offici newspap el peruano said newspap ad peruvian central bank presid leonel figueroa head central bank mexico miguel mancera aguayo met mexico citi yesterday coordin action aim consolid upward trend price metal analyst zurich major silver trade centr said today ralli silver price also fuell investor buy metal protect inflat fear could rekindl dollar weak histor basi silver still rel cheap compar gold investor believ could set stage rise said reuter 
+1,west german tapioca use seen declin hamburg april 29 west german use tapioca like declin despit favour price import licenc 420000 tonn regist sinc start current agricultur year compar 640000 tonn augustapril previou year trade sourc said 12 european commun ec countri licens total 422 mln tonn yearearli period ec contract 317 mln tonn said netherland regist increas licenc around 29 mln tonn 400000 tonn last year said total ec tapioca import current agricultur year expect stagnat last year level around 60 mln tonn sourc said report rise consumpt import licenc franc spain belgium said west german compound feed industri increasingli use grain feed mixtur seller quot tapioca nearbi deliveri around 27 mark per 100 kilo 37 mark march 34 mark april last year feed barley quot 42 mark per 100 kilo result higher west german feed stuff price demand seen slack sourc said west german feed industri tri help cut grain surplu increas use grain feed mixtur ec member countri like take advantag lower tapioca price said reuter 
-1,bethlehem steel ltb rais hpile price bethlehem pa april 2 bethlehem steel corp said effect shipment may 3 transact price hpile increas 30 dlr per short ton compani said new base price coupl revis size extra result publish price 446 dlr per ton hp14 420 dlr hpile size reuter 
-1,asarco up us lead price 050 ct 2650 ct new york april 9 asarco inc said increas base spot sale price refin lead onehalf cent 2650 cent lb fob deliv carload lot effect immedi reuter 
+1,sri lanka appeal drought relief aid colombo march 30 sri lanka appeal 24 countri emerg aid help 24 mln villag affect countri worst drought 36 year govern offici said embassi receiv letter weekend outlin aid need sixth sri lanka popul 13 district letter said govern step avert seriou econom hardship social servic ministri alreadi use entir 1987 budget provis 23 mln rupe distribut help worst hit area letter said 54876 mln rupe need six month period least mayseptemb yala rice crop harvest 25000 tonn wheat rice flour cereal requir said along suppli sugar lentil dri can fish milk serious affect district maha octob 1986april 1987 crop almost complet devast letter said maha paddi output estim 70 mln bushel 20 mln less origin expect two scenario yala crop high forecast around 40 mln bushel condit adequ rainfal within next three four week present drought continu howev product estim around 20 mln bushel letter ad total estim paddi output 1987 would 90 110 mln bushel 135 165 mln tonn rice last year output 124 mln bushel 127 mln 1985 letter said villag serious affect district depriv mean subsist subsidiari crop also fail said govern current budget permit provid sustain adequ relief affect revenu advers affect depress commod price slow economi defenc commit continu exert pressur expenditur side 54876 mln cash would cover payment 150 rupe per month famili well handl transport distribut emerg food outlay fund govern would possibl without serious impair develop project greatli fuell inflat economi letter said letter said food depart would abl releas wheat rice buffer stock meet immedi cereal requir provid stock replac subsequ meteorolog depart said countri experienc worst drought sinc 1951 fourmonth dri spell prevail area would break monsoon rain fell late may letter said area experienc drought sinc august rice grow district kurunegala effect rainfal sinc june 1986 reuter 
+1,cuban cattl threaten drought havana march 5 750000 head cattl suffer effect sever shortag feed result prolong drought normal rich sugar cattl produc provinc camaguey newspap granma report provinc produc 23 pct cuba beef island number two provinc milk product granma said 20000 head cattl immin danger newspap said cattl emerg decre cattl round 110000 head transfer sugar cane condit center newli harvest cane clean sent mill cattl fed residu left clean cane stalk 32000 head sent nearbi provinc la tuna ciego de avila despit cuba ambit cattl develop plan beef ration effect past 25 year havana cuban receiv approxim 34 lb ration beef everi 18 day major area hit drought san miguel practic rain fallen past 14 month graze land parch region unabl produc 117000 tonn silag project annual plan granma said rainfal past year less 50 pct normal precipit reuter 
-1,stelco ltsteato uswa reach contract settlement toronto april 27 stelco inc said contract negoti unit steelwork america conclud memorandum settlement new threeyear collect agreement cover 12000 worker 15 stelco plant term new agreement immedi disclos compani said earli negoti began march 2 1987 order reach new contract well juli 31 1987 expiri exist contract said new contract endors negoti committe union local repres stelco worker reuter 
-1,taiwan see sharp declin shipbreak taipei april 1 taiwan shipbreak industri expect declin sharpli year despit boom 1986 keener competit south korea china rise taiwan dollar us import curb steel product industri sourc said last year taiwanes breaker demolish record 344 vessel total 369 million light displac ton ldt 165 297 million ldt 1985 lin chungjung taiwan shipbreak industri associ tsia spokesman told reuter china scrap vessel 11 mln ldt last year south korea demolish ship 910000 ldt said yao liu presid chi shun hwa steel co lead shipbreak steel produc kaohsiung told reuter expect scrap fewer ship year expect declin steel product export lin said mani breaker predict 20 pct declin scrap oper year due fall demand us japan southeast asia taiwanes steel taiwan agre last year voluntarili limit steel product export us 120000 tonn first half 1987 260000 tonn first half 1986 taiwan steel iron associ offici said yao said rise taiwan dollar mean taiwan steel export expens south korea china taiwan dollar strengthen 16 pct us unit sinc septemb 1985 banker economist said could appreci 32 us dollar end year 3423 today yao said comparison rose five pct yuan remain stabl period ad lost order south korea mainland china foreign import switch purchas said taiwan steel export us japan southeast asia slip 148000 tonn first two month 1987 220000 tonn year earlier taiwan steel iron associ offici said said expect declin later month give figur reuter 
-1,minpeco lift forc majeur zinc ingot shipment cajamarquillaspokesman date text 
+1,usda comment export sale report washington april 9 us corn sale 10 mln tonn week end april 2 eight pct prior week 25 pct fourweek averag us agricultur depart said comment latest export sale report depart said iraq japan ussr largest buyer sale next market year begin septemb 1 total 503200 tonn mainli iraq taiwan wheat sale 119300 tonn current season net reduct 13700 tonn 198788 season fourfifth combin total prior week fourweek averag said sri lanka activ wheat destin purchas 52500 tonn current year said signific purchas current year mexico hondura said soybean sale 240500 tonn onefifth prior week nearli onethird fourweek averag japan mexico south korea itali israel major purchas depart said net sale 117700 tonn soybean cake meal fell 31 pct previou week 38 pct fourweek averag major increas west germani venezuela netherland saudi arabia partial offset reduct unknown destin usda said activ soybean oil result decreas 2400 tonn sale unknown destin 2700 tonn sale canada increas 200 tonn depart said combin sale 71300 run bale cotton 60200 bale current season 11100 bale 198788 season fourfifth higher prior week level nine pct fourweek averag mexico domin buyer current year follow zair itali spain depart said primari buyer 198788 season south korea spain japan taiwan depart said sorghum sale 143300 tonn 25 pct less prior week japan venezuela main buyer reuter 
+1,renew usussr grain pact said uncertain washington march 4 prospect renew fiveyear usussr grain agreement uncertain point soviet trade offici told reuter current trade imbal unit state soviet union high us commod price increas world grain product make renew suppli agreement next year less certain albert melnikov deputi trade repres soviet union said interview current agreement expir sept 30 1988 melnikov said world grain market differ first agreement sign 1975 statement us soviet offici indic long term grain agreement might attract side one agreement second agreement second agreement weve difficulti price melnikov said cannot give forecast respons futur agreement want specul happen sept 30 1988 said melnikov note seen indic soviet govern offici would push renew agreement situat differ comparison three five ten year ago produc said reuter 
-1,us steel firm studi usx unit price hike new york june 18 two major steel compani said studi price increas announc yesterday usx corp uss steelmak divis spokesman armco inc bethlehem steel corp said propos price hike studi yesterday uss said plan rais base price plate product 20 dlr short ton five pct effect shipment octob 4 spokesman ltv steel co unit ltv corp declin comment ad compani make heavi plate make plate product reuter 
-1,copper studi group consid geneva meet geneva march 3 major copper produc consum countri consid us propos set studi group review world copper market deleg said us initi introduc last decemb meet held auspic unit nation confer trade develop unctad us world largest copper consum second biggest produc chile propos set bodi improv statist market transpar copper economi provid forum discuss new bodi would aim negoti measur stabilis depress world price week meet began yesterday due end friday reuter 
+1,china sugar output seen lower usda washington march 4 china 198687 sugar crop revis 526 mln tonn raw valu four pct previou forecast five pct previou season us agricultur depart said world product trade report depart attribut declin rel poor profit sugar caus harvest area cane beet declin seven pct 198586 beet sugar product 198687 estim 837000 tonn five pct less earlier forecast five pct previou season cane output project 4423 mln tonn four pct previous forecast five pct previou season said reuter 
-1,urgent confidenti nnadi peter nnadipetersfyahoocom tue feb 04 095119 2003 dear sir want transfer oversea account 2600000000 usd twenti six million unit state dollar prime bank south africa want ask capabl quietli look reliabl honest person capabl fit provid either exist bank account set new bank ac immedi receiv money even empti ac serv receiv money long remain honest till end import busi trust believ god never let either futur auditor gener one prime bank south africa cours audit discov float fund account open bank 1990 sinc 1993 nobodi oper account go old file record discov owner account die without heirwil henc money float remit money urgent forfeit noth owner account foreign great industrialist die sinc 1993no person know account thing concern account beneficiari investig prove well death manag gold ark pti sa start first transfer six million 6000000 upon success transact without disappoint side shall reappli payment remain rest amount account total amount involv usd 26 twenti six million unit state dollar want first transfer 6000000 six million unit state dollar money safe foreign account abroad rest dont know foreign contact foreign money approv local person without valid intern foreign passport approv foreign valid intern passport driver licens foreign ac money us dollar former owner ac foreign money approv foreign ac howev sign bind agreement bind us togeth meet face face first transfer 6 million transfer second part 20 million reveal believ god never let busi first person contact busi pleas repli urgent inform next step take urgent send also privat telephon fax number includ full detail account use deposit want us meet face face build confid sign bind agreement bind us togeth immedi first transfer fli countri withdraw share invest need full cooper make work fine manag readi approv payment foreign correct inform account give upon posit respons convinc capabl meet instruct key bank offici deepli involv busi need strong assur never never let influenc posit bank bank offici transfer money foreign reliabl account provid assur money intact pend physic arriv countri share bank offici destroy document transact immedi receiv money leav trace place build confid call heart heart discuss privat satellit phone secur secur safeti busi know busi confidenti use posit influenc obtain legal approv onward transfer money account appropri clearanc relev ministri foreign exchang depart conclus busi given 35 total amount 60 5 expens parti might incur process transfer look forward earliest repli email addressy repli back privat email address nnadipeters10hotmailcom truli nnadi peter 
-1,abm say us zinc stock higher februari new york march 9 total us slab zinc stock held smelter rose 24735 short ton end februari 22120 short ton end januari american bureau metal statist report zinc product increas 26732 short ton februari 25786 short ton januari shipment smelter plant declin 23560 short ton februari 24564 short ton januari reuter 
-1,noranda say fire caus 10 mln dlr damag murdochvil quebec april 3 ltnoranda inc said copper mine fire kill one miner trap 44 other nearli day caus estim 10 mln canadian dlr damag fire start wednesday burn 24 hour destroy mine threeyearold conveyor system offici said michel lefebvr vice presid oper said noranda oper mine one third normal 72000 short ton annual finish capac use ground reserv decid whether keep mine open event sustain yesterday day seriou setback gasp mine oper lefebvr said gasp mine name noranda divis oper murdochvil mine said would take four five month bring oper full capac compani decid ad believ good chanc noranda fulli reopen mine reuter 
+1,thai sugar product increas london march 11 thai sugar product total 960788 tonn januari increas 127 pct januari 1986 accord figur receiv intern sugar organ novemb decemb product figur also exceed last year total result output first three month season show 231 pct increas 198586 product novemb 1986 januari 1987 period total 129 mln tonn thai export decemb januari howev januari export fell 73164 35910 tonn domest consumpt increas 73 pct 192069 tonn three month period suffici prevent signific rise stock climb 162 mln tonn end januari compar 152 mln year earlier thai agricultur ministri offici previous forecast declin 198687 raw output around 23 mln tonn 248 mln 198586 reuter 
-1,usx ltx worthington plant reach design level jackson mich june 15 usx corp said worthington industri ltwthgo inc worthingon specialti product steel process plant jackson mich recent reach product level design compani said 600000 short ton per year plant design provid automot applianc custom firststag process steel justintim deliveri open august 1986 usx begin sixmonth labor disput usx sourc plant coil gari ind work mon valley work near pittsburgh worthington oper plant reuter 
+1,us senat panel vote limit counti loan drop washington oct 19 senat agricultur committe vote limit chang counti loan rate differenti start 1988 crop part budget deficit reduct packag panel also approv measur could trigger larger corn wheat acreag reduct requir increas farmerheld reserv storag payment reduc potenti milk support price cut requir advanc defici payment produc major crop propos requir import tropic oil label us food product fail 108 vote reuter 
+1,ec award 123000 tonn barley export licenc 13875 ecu per tonn trader date text 
-1,phelp dodg seek diversifi copper new york june 2 phelp dodg corp prepar make anoth larg noncopp acquisit deal could struck near futur chairman g robert durham said durham told reuter compani examin potenti candid yet talk acquisit must differ econom cycl copper said phelp dodg largest us copper produc last year paid 240 mln dlr columbian chemic co make carbon black use rubber tire purchas part strateg plan diversifi match earn copper noncopp oper compani could spend 250 mln 500 mln dlr buy anoth noncopp firm durham said cite 100 mln dlr cash 580 mln dlr untap bank credit reuter 
-1,zambian late 1986 copper output sale lusaka march 5 zambian copper product rose 32 pct 113275 tonn fourth quarter 1986 109767 1985 period sale fell 187 pct 119967 tonn 147537 zambia consolid copper mine zccm said spokesman governmentcontrol mine compani said countri cobalt product fell 24 pct 879 tonn period cobalt sale rose 92 pct 1734 tonn give figur fourth quarter 1985 lead product fell 229 pct 1670 tonn 2165 zinc product drop 14 pct 4830 tonn ad zccm monopolis copper mine zambia account 90 pct countri foreign exchang earn made net loss 718 mln kwacha 1986 compar net profit 19 mln kwacha previou year 1986 loss take account net interest payment 426 mln kwacha exchang loss 412 mln kwacha tax 235 mln kwacha reuter 
-1,northgat ltngx quebec worker end strike toronto june 1 northgat explor ltd said hourlypaid worker two chibougamau quebec mine vote weekend accept threeyear contract offer return work today onemonth strike said worker repres unit steelwork america would receiv 121dlranhour pay rais life new contract improv benefit northgat produc 23400 ounc gold first quarter said strike slow product still look forward satisfactori perform chibougamau mine produc 81500 ounc gold last year reuter 
+1,ibc detail plan pay creditor rio de janeiro june 18 brazilian coffe institut ibc gave detail plan pay 18 compani bought 630000 bag robusta coffe london market behalf last septemb ibc spokesman told reuter 15 mln dlr loan banco brasil would use pay five mln dlr month june juli august creditor said auction coffe would rais addit money ad reuter report june 16 gave wrong impress auction necessari rais part 15 mln dlr date yet set auction reuter 
-1,noranda begin murdochvil mine salvag toronto april 9 noranda inc said began salvag oper murdochvil quebec mine fire last week kill one miner caus 10 mln dlr damag noranda said caus full extent damag still unknown fire destroy 6000 feet conveyor belt compani said extrem heat fire caus sever rock degrad along sever ramp drift mine product mine suspend investig complet copper mine smelter produc 72000 ton copper anod 1986 smelter continu oper avail concentr stockpil suppli noranda said reuter 
+1,season export report us export washington april 9 export follow commod start current season april 2 comparison report usda export thousand tonn unless note 4287 prev wk 4386 wheat 210446 203983 197258 soybean 143342 140635 146984 corn 202960 191946 251826x sorghum 32225 31497 31689x soybean oil 1384 1358 1799 soybean meal 40980 38806 31413 cotton 43331 42047 15104 x2059300 tonn corn 763800 tonn sorghum ad reflect chang market year septaug reuter 
-1,china chile build copper tube plant china peke april 13 china stateown beij nonferr metal industri corp ltwrought copper ltd chile sign contract jointli build copper tube plant outskirt peke china daili said beijingsantiago copper tube co involv invest 993 mln dlr complet product capac 5000 tonn copper tube year said said chile suppli copper preferenti rate ventur whose equip come ltwednesburi tube co uk agreement call joint sinochilean manag ventur 15 year paper said said ventur first econom cooper project china chile gave detail china major copper import custom figur show import 171118 tonn copper alloy calendar 1986 355652 tonn 1985 reuter 
-1,german steel industri seek layoff fund bonn june 16 west german govern today consid demand nearli 850 mln mark lay retrain 20000 steel worker govern spokesman friedhelm ost said chancellor helmut kohl review joint propos steel employ trade union special meet steel industri repres compani like fri krupp ltkrpgd hoesch werk ag lthwkgf saw profit plung last year taken unusu step align metalwork trade union ig metal press govern financ slim staff level still govern offici said bonn prepar take part common effort find solut steelwork sinc govern struggl financ tax cut reduc state subsidi could pay layoff spokesman ig metal said joint propos foresaw redund payment 10000 worker ruhr rhineland plant 6000 worker would redeploy nonsteel make sector steel compani 4000 would elig jobretrain scheme redund estim 600 mln mark job retrain would cost 240 mln reuter 
+1,brazil suspend import 500000 tonn maiz sao paulo march 5 brazil suspend import 500000 tonn maiz order last year excel domest maiz harvest expect year agricultur minist iri resend said agricultur ministri expect record maiz crop 277 mln tonn 36 pct increas last year crop 203 mln tonn brazil total grain crop expect 653 mln tonn record histori brazilian agricultur ministri spokesman said resend announc suspens maiz import news confer brasilia yesterday ministri spokesman said detail maiz transact reuter 
-1,placer pacif hope misima gold approv soon sydney march 9 ltplacer pacif ltd said hope papua new guinea govern approv develop misima gold project next month follow submiss final environment plan port moresbi today complet major document requir gain offici approv proceed placer said statement placer estim epitherm deposit locat eastern half misima island southeastern coast papua new guinea contain proven probabl reserv 621 mln tonn grade 135 gramstonn gold 20 gramstonn silver explor continu reuter 
+1,singapor uic buy teck hock coffe firm singapor april 1 singapor unit industri corp ltd uic agre principl inject 16 mln dlr convert loan stock ltteck hock co pte ltd creditor bank offici said uic like take control stake troubl intern coffe trade firm plan finalis negoti continu anoth two week said teck hock nine creditor bank agre extend compani loan repay period 10 year although percentag new capit inject use pay part debt teck hock owe 100 mln singapor dlr sinc last decemb bank allow compani postpon loan repay tri find investor nine bank overseachines bank corp ltd unit oversea bank ltd banqu pariba bangkok bank ltd citibank na standard charter bank ltd algemen bank nederland nv banqu national de pari chase manhattan bank na reuter 
-1,rescu worker bring miner underground murdochvil quebec april 2 rescu worker bring miner trap ltnoranda inc copper mine almost 24 hour fire far kill one sent 17 hospit compani offici said work take men everybodi that underground safe establish contact realli find take andr fortier vice presid noranda miner own mine said angeaim kenni die trap smoke fire compani offici said fortier said believ worker would rescu end night said believ 17 men taken hospit serious injur reuter 
+1,cereal mca unchang next week brussel april 1 monetari compensatori amount mca unchang week start april 6 ec commiss offici said cereal mca plu 24 point west germani netherland minu two point denmark minu eight point franc minu nine ireland minu 57 itali minu 257 britain minu 441 greec minu 105 spain reuter 
+1,uk sugar factori close due shortag beet london oct 19 british sugar plc forc shut ipswich sugar factori sunday afternoon due acut shortag beet suppli spokesman said respond reuter inquiri beet suppli dri ipswich due combin wet weather prevent farmer factori catchment area harvest last week hurrican block road ipswich factori remain close road clear suppli beet build first time mani year factori close midcampaign spokesman ad factori continu process beet normal harvest remain difficult area ipswich one 13 sugar factori oper british sugar process excess 500000 tonn beet year annual beet crop around eight mln tonn despit closur ipswich sever harvest problem factori area british sugar maintain estim sugar product campaign around 12 mln tonn white valu 134 mln last year spokesman said british sugar process sugar beet grown uk sugar beet process campaign began last month expect run end januari sugar factori normal work 24 hour day seven day week campaign octob 11 12 pct uk sugar crop harvest littl differ stage last year 13 pct lift sinc howev wet weather sever restrict beet lift harvest figur week octob 18 yet avail reuter 
-1,western mine open new gold mine australia melbourn april 8 western mine corp hold ltd ltwmng wmc said establish new joint ventur gold mine northern territori cost 21 mln dlr mine known goodal project own 60 pct wmc 40 pct local wr grace co ltgra unit locat 30 km east adelaid river mt bundey wmc said statement said openpit mine convent leach treatment plant expect produc 50000 ounc gold first year product mid1988 annual ore capac 750000 tonn reuter 
